B1	B2	B3
17150	4904	mUlaguNajAti
26344	7550	mUlaguNajAti
24708	7063	mUlAhva
539	143	mUlanAzaka
10061	2857	mUlanAzaka
12425	3549	mUlapuSkara
7835	2250	mUlasa
19711	5638	mUlatas
1104	300	mUlazAntividhAna
24846	7106	mUlika
9561	2713	mUloddharaNa
33188	9543	mumukSA
16125	4620	mumukSu
24575	7025	mumukSusArasarvasva
11967	3419	muNDaka
11683	3330	muNDakopaniSatkhaNDArtha
20933	5992	muNDamaNDalI
7052	2013	muNDamathanA
27617	7927	muNDamathanA
9240	2626	muNDavedAGga
32377	9311	muNDezvaratIrtha
17349	4964	muNDibha
8668	2469	muNDikA
9668	2746	muNDIrikA
70	19	munibhAvaprakAzikA
20364	5829	munideza
26591	7625	munipadI
28449	8169	munipaticaritra
12890	3677	munisthala
29088	8353	munivrata
33075	9509	munIza
33851	9734	munyAlayatIrtha
16720	4785	muragaNDa
10155	2886	murajit
9	3	murala
29544	8488	muralIdhara
27393	7864	muralIdhara
31523	9070	muralIprakAza
1179	319	murArigupta
4322	1218	murArinATakavyAkhyApUrNasarasvatI
509	134	murArinATakavyAkhyApUrNasarasvatI
3542	1008	muraripu
16316	4675	muraripu
8977	2556	murArizrIpati
23853	6813	murbhiNI
327	85	mUrdha
3313	938	mUrdhabhinna
28311	8131	mUrdhabhinna
4292	1212	mUrdhajyotis
23960	6841	mUrdhapiNDa
6190	1758	mUrdhatailika
253	68	mUrdhatas
23368	6675	mUrkhabhrAtRka
14678	4193	mUrkhahA
10608	3030	mUrtamAtra
18686	5348	mUrtibhAva
24999	7154	mUrtibhAva
33953	9765	mUrtibhAva
31307	9007	mUrtisanAtha
5690	1615	mUrtitas
14039	4016	mUrvA
6075	1724	mUrvikA
31204	8981	mUrvikA
14806	4233	mUS
23817	6805	mUS
13157	3756	muSA
30000	8628	musalAyudha
23503	6712	musalI
1199	324	musalIya
11927	3405	mUsariHpha
20859	5972	muSi
30245	8700	mUSikAGka
28092	8065	mUSikakA
30330	8724	mUSIkakarNI
31475	9055	muSitasmRti
478	123	muSIvan
18301	5238	muSkabhAra
1059	287	muSkavat
22086	6312	muSkazUnya
17528	5019	muSma
1693	470	must
5291	1502	mustAbha
31492	9061	mustagiri
6424	1827	muSTi
13980	3996	muSTibandha
31460	9052	muSTigraha
15743	4513	muSTikAkathana
12173	3480	muSTikarman
7412	2118	muSTIkR
15240	4358	muSTiMdhama
4209	1185	muSTImuSTi
32395	9315	muSTipraznacintana
26045	7468	muSTistha
26723	7668	muSTiyoga
34159	9829	muT
11231	3203	mUTaka
14012	4004	mUtAkAra
14365	4108	mUtAvabaddha
7902	2266	mUtradoSa
14074	4025	mUtrakara
15036	4299	mUtrakara
3337	943	mUtrakRcchrin
14406	4118	mUtrala
3694	1050	mUtramArga
14187	4058	mUtrapatana
31843	9163	mUtrapatana
1856	522	mUtrapatha
14272	4083	mUtraphalA
11103	3168	mUtraphalA
19639	5618	mUtrapraseka
28104	8069	mUtrAsAda
34191	9838	mUtravaha
32518	9349	mUtravardhaka
5048	1430	mUtraviSa
34405	9892	mUtrazakRt
12666	3619	mUtroccAra
21855	6247	nA
21760	6219	nA
18050	5163	nAbhAgadiSTa
26160	7500	nAbhAgAriSTa
34208	9842	nabhaHketana
17380	4974	nabhaHprANa
20232	5790	nabhaHsenA
3837	1087	nabhaHsthita
28205	8101	nAbhaka
744	204	nabhakAnana
21235	6073	nabhaukas
2240	631	nabhaz
6469	1841	nabhazcakSus
4763	1348	nabhazcara
7753	2224	nAbhidaghna
10846	3094	nAbhigolaka
14716	4205	nAbhikRntana
21388	6114	nAbhimAna
22190	6344	nabho
6641	1891	nabhoda
2366	662	nabhogaja
30720	8845	nabhomaNDaladIpa
26173	7503	nabhonadI
31318	9011	nabhorUpa
28926	8308	nabhyastha
9503	2697	naciketa
31878	9174	naDabhakta
16566	4741	nAdabindUpaniSad
9300	2643	naDAgiri
26053	7469	naDaka
19685	5632	naDakUbara
8757	2490	naDakUbara
12208	3491	nadana
9314	2646	nadanadI
15938	4569	naDantikA
6315	1795	nADapitI
33668	9676	naDaprAya
32217	9265	nadara
22322	6383	nAdara
10895	3106	nAdavat
28783	8271	nAdeya
13983	3996	nAdi
16439	4707	nADicIra
18258	5226	nADIhiGgu
4418	1247	nADIjJAnadIpikA
1031	278	nAdika
13771	3938	nadIkadamba
25431	7280	nadIkAzyapa
34751	9997	nadImArga
33776	9709	nadIna
13493	3860	nadIna
25454	7286	nADipattra
26509	7595	nadIraya
16059	4603	nADIsaMkhyA
27023	7757	nadIsaMtAra
26121	7488	nadISNa
34435	9901	nADItaraMga
12202	3488	nADIvigraha
26294	7537	nADIvRtta
7617	2181	nadIza
24753	7078	naDvat
20484	5864	naDyA
10233	2911	naga
4201	1183	nAgabala
1447	399	nAgabali
6320	1796	nAgabandha
10655	3044	nAgabandhu
3787	1075	nAgabhoga
31604	9089	nAgacampaka
32731	9413	nAgadeva
4408	1244	nAgadeva
18872	5405	nagAdhipa
5176	1466	nAgadru
15431	4415	nAgAGga
6999	1997	nAgAGga
34085	9807	nagAgra
13970	3994	nagaja
16111	4617	nAgakarNa
31231	8989	nAgakesara
30548	8791	nAgakumAra
22586	6455	nAgammA
28600	8212	nAgamudra
26871	7714	nagaNA
17167	4908	nagaNA
19203	5498	naganadI
5697	1617	nAganiryUha
19320	5529	nAgapati
7518	2148	nagapati
1861	524	nAgapaTTana
33334	9582	nAgapota
14015	4007	nAgapratiSThA
29630	8514	nAgapurImAhAtmya
30206	8690	nAgapuSpikA
22438	6416	nagaradhanasaMghArAma
29737	8546	nagaradhanavihAra
28483	8180	nagarAdhipati
10523	3002	nagarAdhyakSa
9257	2630	nagaragAmin
8772	2494	nagaraghAta
14859	4247	nagaramoSa
27740	7964	nagaraprAnta
3460	981	nagararakSAdhikRta
25890	7416	nagararakSin
26500	7593	nAgaraTTa
20050	5735	nAgarayAyigraha
14770	4221	nAgareNu
29257	8401	nAgAri
21744	6214	nagarIbaka
12685	3626	nAgArigirivivarakalpa
32582	9369	nagarInirodha
12100	3457	nagarIya
29095	8356	nagarIyukti
26441	7577	nAgArUDha
18255	5226	nAgasAhvaya
5762	1631	nAgasAhvaya
5732	1624	nAgastokaka
1512	420	nAgastokaka
7505	2145	nAgayajJopavIta
12984	3705	nAgayaSTi
2016	566	nAgayaSTi
26833	7702	nAgayaSTi
25136	7196	nAgazata
6582	1874	nagAzraya
26736	7673	nagAzraya
28870	8293	nAgazrI
13862	3965	nagezvara
24636	7041	naghuSa
13219	3772	nAgnajita
19487	5572	nagnakSapaNaka
7855	2255	nagnATa
7861	2256	nagnatA
10555	3012	nagnatA
1768	493	nagnATaka
1240	332	nagnavratadhara
16327	4678	nagnazramaNa
7691	2203	nagotsaGga
22794	6511	nah
29802	8565	nahuSAtmaja
2624	741	naidAghI
9440	2681	naigamakANDa
5985	1700	naighaNTukaikAdhyAya
5993	1702	naiHspRhya
25813	7391	naika
22734	6495	naikarSi
1058	287	nailakaNThi
27060	7771	nailakaNThIya
16828	4812	nailInaka
24277	6932	nailya
20485	5865	naimaya
22754	6502	naimiSa
23203	6625	naimiSAraNya
11335	3231	naimiSIya
1737	483	naimiSya
24492	7000	naimittikaprayogaratnAkara
2919	822	nainAra
11282	3215	naipya
2399	673	nairaJjanA
22168	6335	nairarthya
5465	1555	nairAtma
26865	7712	nairbAdhya
27816	7989	nairdhanya
22050	6300	nairgranthya
22075	6307	nairguNya
15388	4404	nairmalya
780	213	nairRtakanyA
13196	3766	nairRteya
23868	6815	nairvAhika
22138	6326	naiSAdAyana
27622	7927	naiSadha
25080	7180	naiSadhacarita
31942	9190	naiSadhIya
32006	9210	naiSpremya
19473	5569	naiSThya
12082	3451	naitalasadman
11761	3353	naivAkavIya
34635	9960	naivati
16657	4766	naivazAzvatonAzAzvatazca
7999	2291	naivida
21263	6080	naiyatya
13146	3754	naizika
7650	2191	naizreyasa
17629	5048	naJ
14827	4238	naJ
23766	6789	naj
18135	5193	nAkApagA
25417	7276	nakAra
28361	8146	nakha
5247	1486	nakhacchedana
22583	6454	nakhakuTTa
24926	7130	nakhalekhA
14215	4067	nakhapuJjaphalA
5011	1417	nakharaJjanI
28403	8156	nakhArtha
34052	9800	nakhavAdana
23450	6699	nakhavAdana
246	67	nakhavilekhA
14540	4156	nAkoka
8047	2304	nAkra
11325	3227	nakra
4343	1225	nakraketana
28321	8134	nakramakSikA
16113	4617	nakSatrAbhidhAna
8007	2292	nakSatradevata
22796	6511	nakSatradohadazAntika
31053	8944	nakSatrajAtaka
22456	6422	nakSatramAlA
23678	6768	nakSatranAman
22367	6395	nakSatranirdeza
19493	5574	nakSatrapatha
30459	8763	nakSatraprazna
15316	4385	nakSatrapuruSa
11453	3262	nakSatrarAjaprabhAvabhAsagarbha
19402	5550	nakSatrarAjavikrIDita
23414	6689	nakSatrarAjavikrIDita
22276	6373	nakSatrasattreSTiprayoga
28519	8192	nakSatravartman
33555	9640	nakSatravidhAna
29686	8530	nakSatravidyA
22862	6527	nakSatravyUha
9891	2810	nakSatreSTihautra
18200	5209	nakSatreSTiprayoga
14178	4056	nakSya
29150	8373	naktambhogin
9804	2787	naktaMcArin
566	150	naktamprabhava
22550	6447	naktaMsamaya
18462	5290	naktavat
26832	7702	nAku
12805	3655	nAkulaka
13685	3911	nakuleSTA
15126	4327	nakulikA
27205	7814	nakulIzapAzupata
20456	5853	nalabhUmipAlanATaka
26051	7469	nalacarita
10337	2942	naladI
20984	6004	naladika
31737	9132	nAlakini
11021	3144	nalAnanda
34010	9783	nalapaTTikA
6293	1789	nAlAya
21606	6175	nAli
25484	7294	nalI
5752	1629	nalikAbandhapaddhati
14029	4012	nalina
6479	1845	nalinezaya
4083	1148	nalinezayI
28920	8307	nalinezayI
28099	8067	nalinIkA
23825	6807	nalinIkhaNDa
23423	6692	nalinIpattra
18932	5420	nalinIsaMvartikA
25479	7294	nAlIpa
10041	2850	nalIya
4797	1357	nallApaNDita
19386	5546	nama
13325	3809	nAmacaraNavArttika
11705	3337	nAmacaraNavArttika
21409	6119	nAmadhA
5	1	nAmadheya
15010	4294	nAmadheyakaraNa
8707	2477	nAmagrahaNa
15786	4526	nAmamAtra
5356	1524	nAmanidhAna
2650	750	nAmAparAdhanirasanastotra
23671	6766	nAmarUpAtmaka
12615	3605	namasita
25654	7344	namaskAravidhi
34736	9994	namaukti
26570	7618	nAmavat
9454	2684	nAmnA
13164	3758	namoguru
15477	4434	namovAka
18377	5259	namovRdha
8134	2324	namovRktivat
10184	2896	nAmra
20122	5756	namucisUdana
19870	5681	namya
1820	509	nanA
31488	9060	nAnAbIja
32115	9239	nAnAbuddhiruc
1068	290	nAnAbuddhiruc
20993	6007	nAnAdhI
2227	627	nAnAdhiSNya
16301	4671	nAnAdhiSNya
12609	3604	nAnAdigdeza
23258	6642	nAnAkAma
21536	6153	nAnAkaraNa
12468	3560	nAnAliGga
1317	354	nAnAliGga
18068	5170	nAnAmRgagaNa
22694	6486	nAnAnAmanirUpaNa
27182	7804	nAnApAThaka
11450	3261	nAnAprakAra
17383	4975	nAnArasa
26579	7621	nAnardamAna
30227	8695	nAnArthakoza
29998	8627	nAnArtharatnatilaka
28503	8189	nAnArthazabdakoza
26811	7695	nAnAsamutthAna
32368	9308	nAnAtva
29695	8536	nAnauSadhapariccheda
23649	6759	nAnauSadhapariccheda
6343	1803	nAnAvAdasaMgrahagrantha
19304	5524	nAnAvrata
8097	2316	nandA
1506	418	nandagopakula
614	163	nandagopitA
32855	9450	nandagopitA
26494	7592	nandanadruma
6962	1987	nandanaja
23988	6848	nandanakAnana
23690	6770	nandanandana
7191	2056	nandanandanI
21458	6130	nandanAtha
8453	2412	nandanavana
10298	2930	nandaparvata
9947	2824	nandaparvata
5074	1437	nandaprabhaJjanavarman
5998	1703	nandApurANa
6329	1799	nandaputrI
33284	9570	nandasUnu
256	69	nandayanta
8511	2429	nandayanta
11142	3180	nandAzrama
27806	7986	nandI
26600	7630	nAndidatta
3386	956	nandidharma
10662	3045	nAndIghoSa
28722	8251	nandigupta
10114	2872	nandikAcAryatantra
26947	7734	nAndikara
9746	2768	nandikezvaratIrtha
1126	305	nAndImukhazrAddhapaddhati
1864	524	nandImukhI
1490	412	nandImukhI
7578	2168	nAndImukhI
15473	4433	nandinIputra
5307	1510	nAndIpaTa
34032	9791	nandiSeNa
15668	4492	nanditaru
6123	1738	nannama
3649	1037	nannama
14746	4216	nantavya
28557	8200	nApitagRha
9351	2655	nApitakarman
20415	5842	nApitI
960	259	narabhU
15900	4559	narabhUmi
20383	5835	narAcI
21325	6095	narada
33350	9585	nArada
16473	4716	nAradagItA
11091	3165	narAdhArA
14640	4183	nAradIya
6687	1905	nAradIyapurANa
20284	5804	nAradIyasaptasahasra
26012	7458	nAradopaniSad
15922	4566	nAradopapurANa
14980	4285	nAradopapurANa
14763	4219	nAraGgapattraka
27828	7991	nAraGgapattraka
29478	8468	nArahaya
29610	8509	narakAntaka
8925	2540	narakapAla
4466	1260	narakaripu
34390	9887	narakastha
16943	4849	narakasthA
4964	1403	narakAsuravyAyoga
34301	9864	narammanya
23143	6611	narAnta
7339	2096	narapa
8841	2514	narapatijayacaryA
8058	2306	narapatipatha
12927	3687	narapUtanAzAnti
7139	2043	nararAja
21792	6229	narasiMha
9130	2596	narasiMhabhaTTIya
20401	5840	narasiMhazAstriprakAzikA
11329	3229	naravAhanadatta
17237	4928	naravAhanadattIya
16395	4695	naravarman
15765	4518	naravarottama
3670	1043	naravIraloka
23429	6695	narayANa
33122	9523	nArAyaNabhaTTI
18939	5422	nArAyaNacaritramAlA
17172	4909	nArAyaNacaritramAlA
26645	7644	nArAyaNagItA
19047	5453	nArAyaNalabdhi
21908	6260	nArAyaNamizra
12303	3517	nArAyaNaprabodhotsava
7697	2205	nArAyaNapriya
2019	566	nArAyaNasArasaMgraha
26177	7505	nArAyaNasUtra
6870	1962	nArAyaNatAra
16479	4718	nArAyaNavarNana
9104	2590	nArAyaNazabdavAdArtha
9690	2752	nArAyaNIpraznAvalI
16132	4622	nArAyaNIvilAsa
18851	5400	nArAyaNopaniSaddIpikA
7131	2041	nArAyaNopaniSaddIpikA
6922	1975	nArAyaNopaniSaTTIkA
31943	9191	narAzaMsa
14772	4221	nard
30722	8845	nardabuda
7644	2190	nardanIya
31023	8931	nardaTaka
14563	4163	narendraputra
6026	1710	narendrasvAmin
30122	8668	narI
26249	7525	nArIkela
14475	4137	nArikela
28288	8124	nArIkelI
13046	3720	nArikera
6411	1823	nArIkuJjara
4435	1251	nAriSTa
30537	8787	nAriSTa
31158	8972	nArISTA
27843	7996	nArItIrtha
18004	5149	nArItIrtha
5386	1532	narIya
3932	1112	nArIyAna
4589	1298	nArkuTa
619	164	narmadAmAhAtmya
32468	9336	narmadAmAhAtmya
7378	2108	narmadASTaka
15581	4465	narmadASTaka
27162	7797	narmadAtIragamana
24981	7147	narmadAtIrtha
6526	1856	narmasaciva
7229	2066	narmasphiJja
29647	8519	narmasphUrja
31519	9069	nArmedha
22636	6468	nartanAgAra
3961	1118	nartanapriya
25390	7269	nArtika
3530	1004	nasA
20352	5826	nAsAchinnI
30914	8899	nAsAlu
32216	9265	nAsAlu
11265	3211	nAsAparizoSa
22665	6477	nAsApratInAha
18083	5176	nAsAroga
33632	9668	nAsAsaMvedana
33400	9598	nAsAsrAva
12584	3595	nAsAsrAva
2421	679	nAsAvAmAvarta
13235	3777	nAsAviroka
22588	6456	nAsAzoSa
24618	7036	nasi
19843	5674	nAsikAgra
28601	8212	nAsikakSetramahAtmya
15301	4378	nAsikAropaNa
31213	8984	nasta
21136	6044	nastA
9429	2678	nasta
14907	4260	naSTacetana
34060	9802	naSTahInavikalavikRtasvaratA
4275	1206	naSTahInavikalavikRtasvaratA
29534	8486	naSTaiSa
3783	1074	naSTapiSTa
33234	9556	naSTArtha
25446	7284	naSTArtha
18120	5187	naSTarUpa
32469	9336	naSTarUpI
5824	1647	nAsti
7257	2072	nastita
12338	3524	nAstitva
21644	6185	nAstivAda
11124	3176	nasyavidhi
14747	4216	naTabaTu
33317	9579	natadvid
22503	6434	nAtaGkovilsthalamAhAtmya
14511	4149	natAgranAsa
8740	2487	natAgranAsa
11721	3341	naTaka
14032	4013	nATakadIpa
30197	8687	nATakavidhi
33209	9548	natAMza
25898	7419	nATAra
4354	1228	naTasaMjJaka
257	69	naTavara
8376	2396	naTavara
3189	900	nATera
32413	9321	nAtha
20153	5765	nAthahari
12238	3500	nAthAya
25356	7262	nati
31304	9007	nAticire
34378	9884	nAtidUra
21844	6243	nAtidUra
32610	9376	nAtikRcchra
14127	4041	nAtimahat
315	83	nAtiparikara
31704	9121	nAtiparyApta
3555	1011	nAtirUpa
24324	6946	naTIsuta
18128	5192	nAtitIvra
14305	4090	nAtitRpti
30319	8721	naTTapaTTagrAma
2539	716	naTTavarATikA
29648	8519	naTyA
18715	5357	nATyadharmikA
25564	7318	nATyalakSaNa
16445	4708	nAtyantadUra
5678	1613	nATyaveda
28828	8282	nAtyucca
5324	1514	nAtyupapanna
5794	1639	naubhU
26212	7513	naukarNI
10399	2962	naukarNI
24842	7105	naukAya
28937	8312	naukAya
19553	5589	naumaNDa
16968	4856	naumaNDa
31032	8933	nauSecana
29748	8549	nauyAna
24712	7065	navA
34023	9787	navacchadi
26321	7546	navagraha
32038	9218	navagrahAdhidevatAsthApana
7134	2042	navagrahakavaca
25993	7452	navagrahamantra
15754	4515	navagrahapUjAvidhi
26517	7598	navagrahasthApana
13415	3839	navagrahastuti
5335	1518	navagrahastuti
27712	7957	navAhnikabhASya
34141	9823	navakAlikA
12175	3481	navakaNDikAzrAddhasUtra
20191	5778	nAvAkAra
10765	3072	navama
34168	9831	navama
17866	5112	navamAlI
6853	1957	navamallI
5792	1638	navamallikA
25384	7268	navamAMza
8865	2520	navamegha
10543	3008	navAMzakapa
22997	6569	navanalinadalAya
5107	1447	navanava
3114	880	navanavatitama
33515	9629	navanItaka
34116	9817	navAnneSTi
20034	5729	navapallava
13184	3764	navapallava
32540	9355	navapariNayA
32353	9304	navaratnajyotirgaNita
4180	1174	navaratnamAlikA
29745	8548	navaratnaparIkSA
20644	5908	navaratnezvaratantra
6016	1707	navarAzika
83	21	navArNavaprakaraNa
10159	2887	navasAhasAGkacarita
29407	8450	navasaptadaza
1949	548	navasasya
19170	5488	navatAntava
26386	7561	navatantu
16565	4741	navatattvabAlAvabodha
23208	6628	navatiratha
11071	3159	navatiratha
3154	892	navatirupatimAhAtmya
27455	7881	navatirupatimAhAtmya
15142	4331	navatizas
21970	6277	navAtmaka
5129	1453	navaucityavicAracarcA
15747	4514	navavadhU
2760	780	navavarSamahotsava
9437	2680	navaviMza
23581	6735	navavRSa
5744	1627	navayajJa
1453	401	navazas
2620	741	navazata
8512	2429	navazata
3440	974	navazAyaka
5524	1574	navAzra
14334	4099	navIbhAva
2290	644	nAvikanAyaka
18908	5412	nAvikapati
22771	6505	navInacandra
13918	3982	navInamatavicAra
10580	3019	naviSTi
1465	405	navoDhA
8025	2298	nAvopajIvana
31829	9159	navotthAna
13176	3762	nAvyA
15738	4511	nAvyA
21560	6161	navyavardhamAna
25020	7162	nayaga
16438	4707	nayaga
8460	2414	nAyakAya
34089	9809	nayakovida
20184	5776	nayanAmRta
16845	4816	nayanAnanda
3743	1063	nayanAnta
32510	9347	nayanaplava
22372	6397	nayanaprIti
34281	9860	nayanasalila
6007	1704	nayaprayoga
1125	305	nayasiddhi
7042	2012	nayasiddhi
15973	4577	nayat
30012	8633	nayavIthi
1164	315	nayavivekAlaMkAra
14093	4030	nAzazata
3063	867	nAzI
13338	3812	nazyat
897	241	nazyatprasUti
9133	2596	nemadhita
17419	4988	nemipurANa
31859	9166	nemivRtti
20586	5892	nemizAha
18227	5216	nepAlAbda
34591	9946	nepAlajA
21102	6036	nepAlamUlaka
15231	4355	nepAlikA
29205	8389	nepathyasamprayoga
10242	2913	neri
11907	3398	neSTA
7807	2242	netI
1012	274	netR
15890	4555	netrajalasrava
31082	8953	netrakArmaNa
16261	4658	netrakoza
22114	6318	netramanaHsvabhAva
18340	5249	netrAmbu
14735	4211	netraprabandha
27651	7939	netrapuSkarA
7854	2254	netraroga
269	72	netraruj
34648	9965	netrastambha
33194	9544	netrauSadha
1041	282	netrI
19522	5581	netrotsava
24871	7114	nevalla
28538	8196	neyArtha
34316	9870	ni
1289	346	nibandhadAna
32061	9224	nibandhana
9749	2768	nibandhanI
13622	3896	nibandhatattvadIpa
34059	9801	nibandhavivRtiyojanA
32937	9472	nibandhaziromaNyuktanirNaya
32740	9415	nibandhita
19051	5455	nibandhita
3886	1099	nibarhaNa
33539	9635	nibarhita
27022	7756	nibarhita
21942	6269	nibhartsana
10622	3036	nibhid
15895	4558	nibhRtam
9347	2654	nibhRtIkR
11328	3228	nibiDa
30364	8736	niboddhavya
28046	8052	nIcagA
16851	4819	nicAGkuNa
7061	2018	nIcaiHkara
3964	1120	nIcakais
16490	4721	nIcakezanakha
17474	5003	nIcAmeDhra
31520	9070	nIcAvayas
4640	1313	nIcAyakIya
34633	9959	nicchavi
24483	6998	nicekAya
18191	5206	nicetR
33494	9624	nicita
33107	9519	nicita
33311	9578	nIcoccavRtta
5379	1531	nIcoccavRtta
27865	8001	nidA
13827	3956	nIDajajendra
4946	1398	nidAna
12674	3620	nidAnArthakara
32562	9363	nidAnasaMgraha
20970	6000	nidarzin
20857	5972	nideza
34278	9859	nideza
19400	5550	nidezabhAj
29449	8462	nidezya
4203	1183	nidhana
16559	4739	nidhAna
4169	1172	nidhanabhUta
4240	1194	nidhanakArin
14764	4220	nidhanakriyA
17000	4863	nidhAnatA
2521	710	nidhanatA
20797	5956	nidhAnI
19349	5536	nidhAtos
20179	5774	nidhi
19505	5576	nidhipAlita
20561	5886	nidhiprabhu
5751	1629	nidhU
10325	2938	nidigdhikA
7343	2098	nidrAdaridrIkR
28633	8222	nidrAdruh
32609	9375	nidrAkara
22901	6541	nidrAkSaNa
2957	836	nidrAlutva
13966	3992	nidrAt
834	228	niga
12111	3462	nigadana
17430	4990	nigaditin
20306	5812	nigal
11588	3297	nigAlaka
17628	5048	nigamakalpasAra
26071	7473	nigamAkhyakoza
11334	3231	nighaNTu
27798	7984	nighaNTurAja
11497	3276	nighAtam
11836	3376	nigrAhaka
25173	7209	nigrAhakatva
30972	8915	nigrahastotra
17178	4911	nigRhya
25584	7323	nigUDhArtha
18988	5435	nihan
22311	6380	nihanana
6893	1968	nihantavya
12988	3706	nIhArakara
27867	8002	nihita
26369	7558	nihitabhAga
17488	5007	nihrAda
18579	5320	nihrAdita
29829	8574	nihrAdita
26048	7468	nihRS
11549	3288	niHsAdhAra
26408	7568	niHsAdhvasa
17319	4954	niHsAdhvasatA
23636	6756	niHsaGgena
29904	8602	niHSAmam
14813	4235	niHSaMdhi
1378	374	niHsaMkhya
13853	3962	niHsaraNa
34345	9877	niHsAruka
29701	8537	niHsattvatA
31961	9195	niHsIman
13716	3921	niHSku
183	51	niHsnehatva
26406	7567	niHsnehatva
32175	9255	niHsomaka
14028	4011	niHspRhatA
31925	9186	niHsukha
5891	1667	niHsUtra
15397	4406	niHSvap
33208	9548	niHzeSamuSita
29190	8386	niHzreNi
12691	3627	niHzreNikA
23098	6601	niHzRGkhaNa
34221	9844	niHzvAsa
1358	368	nijadhRti
4825	1365	nijadhRti
24647	7044	nijalAbhapUrNa
6336	1800	nijapakSa
6803	1942	nijur
1200	324	nikakSa
14914	4263	nikAmabhAmabhASya
31174	8975	nikAmaniraGkuza
18862	5403	nikAmatapta
8339	2387	nikAraNa
7709	2209	nikarSaNa
14629	4178	nikaTe
12517	3576	nIkAza
14332	4098	nikheya
1094	299	nikhila
471	122	nikhila
27708	7955	nikhilena
28526	8194	nikramaNa
3738	1060	nikRSTAzayatA
28603	8212	nikRSTIkR
19923	5700	nikS
14125	4040	nikSepadIpa
5600	1594	nikSepaNa
26740	7674	nikSepya
15693	4497	nikSubhA
31432	9043	nikta
23304	6659	nikUj
6664	1899	nikuJja
27972	8031	nikulInakA
24066	6873	nikumbhita
30355	8732	nil
27302	7838	nIlabha
25892	7417	nIlabIja
26529	7602	nIlacchada
22417	6410	nIladUrvA
20216	5784	nIlagalamAla
8650	2464	nIlAJjasA
1393	380	nIlaka
17746	5083	nIlaka
23315	6661	nIlakaNThajAtaka
23875	6817	nIlakaNThaprakAzikA
20764	5945	nIlakezI
12006	3431	nIlakuNDa
13359	3818	nIlakuntalA
19399	5549	nIlamakSA
29000	8328	nIlAmbara
5399	1535	nIlaparNa
3865	1095	nIlapattra
26070	7473	nIlaphalA
13931	3985	nIlapiGgala
28353	8143	nIlapunarnavA
3185	900	nIlaratnaka
4969	1404	nIlAruna
30127	8670	nIlAsana
33455	9611	nIlasAra
12665	3619	nIlasarasvatImanu
26462	7583	nIlaskandhA
2003	562	nIlatAla
12145	3472	nIlatAla
8733	2485	nIlatAla
15098	4319	nIlavasana
11217	3200	nIlavAsas
13038	3718	nIlavastrA
6822	1949	nIlavastra
6580	1873	nIlavRkSa
17019	4869	nilAyanakrIDA
8413	2404	nIlAzI
29822	8571	nIlAzmaja
9048	2576	nilimpa
28054	8054	nilIna
20967	6000	nilInaka
16033	4595	nIlotpalagandha
8957	2550	nIlotsargapaddhati
14238	4072	nimantrya
10885	3105	nImAnuja
11873	3387	nimanyu
20420	5844	nimanyu
26553	7613	nimanyu
26713	7664	nimardaka
33905	9751	nimArjana
27534	7904	nimaya
9212	2617	nimba
4341	1224	nimba
6404	1822	nimbArkakaravIrArcanavrata
14758	4218	nimbavatI
17739	5082	nimbUka
33259	9563	nimbUkaphalapAnaka
34415	9896	nimeSa
27788	7981	nimeSadyut
25578	7322	nimeSatas
24797	7091	nimIlana
20699	5924	nimIlita
2735	773	nimittadharma
23229	6633	nimittagrahaNa
30153	8676	nimittagrahaNa
4595	1299	nimittakRt
3178	898	nimittatva
721	196	nimittAvekSa
6211	1763	nimIv
31107	8959	nimizla
22110	6317	nimizlatama
27484	7889	nimlocanI
31320	9011	nimnabhAga
28551	8198	nimnalalATa
25096	7186	nimnatala
15302	4378	nimnatva
8166	2331	nimuSTika
22992	6566	ninAdin
17414	4985	ninartiSA
11351	3237	nindatala
14024	4010	nipAnasaras
3981	1124	nipAnavat
25047	7168	nipAnavat
27434	7875	niparaNa
5282	1498	nipAtAvyayopasarga
17021	4869	nipaTha
20437	5849	nIpAtithi
29137	8368	nipAtyamAna
31368	9024	niphena
25900	7419	nipIti
11487	3273	nipriyAya
6825	1949	nipuNam
8089	2314	nipUta
9400	2669	nirabhibhava
33039	9499	nirabhisaMdhin
7525	2151	nirabhra
34039	9794	nirAcikIrSu
6406	1822	niradh
16469	4715	niraGgula
22881	6533	nirahaMkArin
30339	8726	nirahaMkriyA
33282	9570	nirahaMstambha
2406	675	nIrajAta
314	82	niraJjanA
34363	9881	nIrAjya
29644	8517	nirAka
14463	4133	nirAka
11187	3192	nirAkaraNIya
649	173	nirAkranda
25997	7452	nirAkRtAnyottaratva
34645	9964	nirAkulam
20753	5941	nirAkulArtham
3284	929	nirAlambA
5812	1644	niralaMkAra
21031	6017	nirAmayam
29792	8563	nirAmayam
24190	6907	nirAmin
33056	9504	niraMsaka
11531	3284	niraMzu
14222	4068	niraN
7005	2001	nirAnandakara
34138	9822	nirandhas
29679	8527	nirantara
6651	1895	nirantarapayodharA
9883	2808	nirantarazarIra
21111	6038	niranukrozayukta
28282	8123	niranurodha
19293	5521	niraparAdhatA
15838	4542	niraparAdhavat
31021	8930	nirapekSin
25775	7382	nirapekSya
8974	2554	nirapekSya
13567	3881	nirArambha
498	132	nirarthakam
10828	3090	nirAsaGga
29871	8588	nirAsaka
26597	7628	nirAsana
